zip_code,lat,lng
01057,42.0935962,-72.3214936
01060,42.3214882,-72.6305882
01062,42.3283084,-72.7039241
01063,42.3188822,-72.6385297
01066,42.4069028,-72.655018
01068,42.3508615,-72.044248
01069,42.1877937,-72.308469
01070,42.5184458,-72.9190166
01071,42.1600599,-72.8738533
01072,42.4569676,-72.4172444
01073,42.2269485,-72.7415876
01074,42.3876034,-72.0932298
01075,42.256208,-72.58103
01077,42.0525703,-72.7773529
01079,42.1979128,-72.3297086
01080,42.1857266,-72.3615579
01081,42.0613129,-72.2344109
01082,42.2935327,-72.2785992
01083,42.2036423,-72.1945994
01084,42.3923696,-72.882235
01085,42.1535029,-72.771602
01086,42.1304462,-72.7939672
01088,42.3917093,-72.6464939
01089,42.1254511,-72.6497341
01092,42.1918678,-72.2351075
01093,42.4419432,-72.6618171
01094,42.3591081,-72.1367997
01095,42.1384991,-72.4207147
01096,42.3971395,-72.7635717
01097,42.1780378,-72.8326115
01098,42.3943148,-72.9431148
01103,42.1041063,-72.5920275
01104,42.1340094,-72.5653781
01105,42.0999578,-72.5807651
01106,42.0475652,-72.5711305
01107,42.1210603,-72.6070681
01108,42.0806917,-72.5607907
01109,42.1196737,-72.5497259
01118,42.0941938,-72.525081
01119,42.1249785,-72.5112103
01128,42.0922958,-72.4891351
01129,42.1186903,-72.4882002
01151,42.1518602,-72.5091312
01199,42.1205631,-72.6044677
01201,42.4482361,-73.2737268
01220,42.6237991,-73.1167365
01222,42.058703,-73.3221751
01223,42.3122249,-73.1101244
01224,42.5131631,-73.1957431
01225,42.5634011,-73.153335
01226,42.4811191,-73.1350734
01229,42.2763385,-73.335896
01230,42.173192,-73.3242826
01235,42.425676,-73.0630122
01236,42.2664962,-73.3783928
01237,42.5478177,-73.2680327
01238,42.2975014,-73.2301483
01240,42.3678582,-73.2697633
01242,42.3337341,-73.2491986
01243,42.3501217,-73.0241116
01244,42.118094,-73.2574968
01245,42.1868935,-73.2231053
01247,42.6985261,-73.0842998
01253,42.2066825,-73.1132135
01254,42.382019,-73.3654915
01255,42.1074964,-73.1186066
01256,42.5941657,-73.0223195
01257,42.0852444,-73.3674827
01258,42.10928,-73.4628862
01259,42.0754693,-73.2343765
01260,42.2956959,-73.3425429
01262,42.2922019,-73.3192085
01264,42.2315896,-73.2024283
01266,42.3123539,-73.3880437
01267,42.6716169,-73.2469815
01270,42.5152719,-73.0311664
01301,42.6267614,-72.6015304
01330,42.5139469,-72.8215166
01331,42.5624081,-72.1910798
01337,42.6893075,-72.5822487
01338,42.5726035,-72.8243064
01339,42.6037764,-72.8896443
01340,42.6947306,-72.7109556
01341,42.4969374,-72.7094144
01342,42.5438893,-72.6094578
01343,42.6576255,-72.9789325
01344,42.6134177,-72.4264274
01346,42.6932749,-72.8231126
01347,42.5592938,-72.5187527
01349,42.5630607,-72.4821218
01350,42.7277722,-72.9853464
01351,42.5398798,-72.521689
01354,42.6240761,-72.5086428
01355,42.4585511,-72.327191
01360,42.677091,-72.4538758
01364,42.6054372,-72.2920738
01366,42.4756211,-72.192468
01367,42.6955322,-72.9091479
01368,42.6794559,-72.1769345
01370,42.593338,-72.7269413
01373,42.4754811,-72.6154028
01375,42.4666914,-72.5467511
01376,42.5952797,-72.5550018
01378,42.6735325,-72.3532129
01379,42.5563098,-72.407148
01420,42.5849248,-71.8168623
01430,42.6570054,-71.9234423
01431,42.6762927,-71.8325227
01432,42.5665731,-71.575135
01434,42.5389029,-71.612027
01436,42.6020587,-72.0870149
01438,42.5622434,-72.0314018
01440,42.5842062,-71.9887369
01450,42.61176,-71.5652689
01451,42.5019084,-71.5682014
01452,42.4895983,-72.0028783
01453,42.5199773,-71.7632023
01460,42.5359311,-71.4905688
01462,42.5826069,-71.7204641
01463,42.6706425,-71.6028575
01464,42.5736544,-71.6409862
01467,42.489646,-71.6095774
01468,42.5427668,-72.0683447
01469,42.6648277,-71.695087
01473,42.5546,-71.9054402
01474,42.6696848,-71.7527513
01475,42.6681596,-72.0556441
01501,42.1987079,-71.8460062
01503,42.384929,-71.6338895
01504,42.0399909,-71.5324059
01505,42.3550489,-71.716157
01506,42.1807876,-72.1078905
01507,42.1339347,-71.9680247
01510,42.4118873,-71.6900054
01515,42.2096822,-72.0401777
01516,42.0530722,-71.7522414
01518,42.1274771,-72.1188178
01519,42.2034045,-71.6797386
01520,42.3363715,-71.8506255
01521,42.0467994,-72.180144
01522,42.3756339,-71.8673822
01523,42.4835693,-71.6755848
01524,42.2496028,-71.9192167
01525,42.1067938,-71.6305182
01527,42.1922464,-71.777649
01529,42.036642,-71.5787791
01531,42.3191249,-72.1308135
01532,42.3233423,-71.6462358
01534,42.1420737,-71.6433476
01535,42.2675643,-72.0668759
01536,42.2313092,-71.6926418
01537,42.158966,-71.8970514
01540,42.1162629,-71.8574649
01541,42.4541251,-71.8775397
01542,42.2042515,-71.9089069
01543,42.3882849,-71.9698654
01545,42.2847672,-71.7142277
01550,42.0597374,-72.0339083
01560,42.1753945,-71.6742228
01561,42.4439704,-71.6855834
01562,42.2472111,-71.9918667
01564,42.4479238,-71.7760449
01566,42.1032138,-72.0795453
01568,42.1765255,-71.6035879
01569,42.0559303,-71.6312322
01570,42.0475322,-71.8469522
01571,42.0537777,-71.9350751
01581,42.2684262,-71.6133087
01583,42.3694173,-71.7850362
01585,42.2407955,-72.1626445
01588,42.1187943,-71.6724941
01590,42.1320512,-71.750318
01602,42.2691885,-71.8507275
01603,42.2438264,-71.8435694
01604,42.253254,-71.7679574
01605,42.2896832,-71.7877932
01606,42.3152487,-71.7957414
01607,42.2259743,-71.7888936
01608,42.2619799,-71.8014615
01609,42.2851138,-71.829987
01610,42.247049,-71.8083657
01611,42.2376041,-71.8758384
01612,42.2967977,-71.9289911
01701,42.3195867,-71.4428004
01702,42.2823786,-71.4366209
01718,42.5198155,-71.4292828
01719,42.4859849,-71.5209848
01720,42.483953,-71.4384947
01721,42.2577546,-71.4735257
01730,42.4992951,-71.2818888
01731,42.4567483,-71.279484
01740,42.4399412,-71.6018795
01741,42.5366203,-71.3618321
01742,42.4629107,-71.3644962
01745,42.292114,-71.4991971
01746,42.1959508,-71.4534301
01747,42.1230066,-71.531404
01748,42.2240957,-71.5404885
01749,42.3890712,-71.5458637
01752,42.3496175,-71.547214
01754,42.4259551,-71.4562562
01756,42.0938697,-71.544519
01757,42.1586917,-71.5214188
01760,42.2848223,-71.3488109
01770,42.2319469,-71.3729634
01772,42.3028765,-71.5308277
01773,42.4255064,-71.3108115
01775,42.4296884,-71.512514
01776,42.3833674,-71.4210704
01778,42.3436865,-71.381186
01801,42.4887687,-71.1544382
01803,42.5032267,-71.201713
01810,42.6480437,-71.1617514
01821,42.5493295,-71.2517245
01824,42.59079,-71.3551823
01826,42.679723,-71.3006796
01827,42.6761491,-71.4997715
01830,42.7963128,-71.0534357
01832,42.791114,-71.1328585
01833,42.7278794,-70.9820364
01834,42.7539,-71.0159351
01835,42.7512331,-71.0943003
01840,42.7067633,-71.1604026
01841,42.7120153,-71.1648727
01843,42.6899744,-71.1603833
01844,42.742468,-71.179218
01845,42.6739092,-71.0913339
01850,42.6560445,-71.3033091
01851,42.6278117,-71.3353295
01852,42.6319123,-71.2960247
01854,42.6494812,-71.3482291
01860,42.8386028,-71.011997
01862,42.578543,-71.2955915
01863,42.6337803,-71.3894701
01864,42.5782217,-71.0843981
01867,42.5351829,-71.1054234
01876,42.6118008,-71.2275708
01879,42.6677617,-71.4288204
01880,42.5015239,-71.0674892
01886,42.5855413,-71.44025
01887,42.5646465,-71.1645158
01890,42.4527518,-71.1443188
01901,42.4604187,-70.9463791
01902,42.4710392,-70.9415353
01904,42.4924563,-70.9739297
01905,42.4659985,-70.9757922
01906,42.4684323,-71.0139456
01907,42.4741451,-70.9065967
01908,42.4282561,-70.9260406
01913,42.8512932,-70.9558104
01915,42.5706652,-70.8675827
01921,42.6831083,-71.0183302
01922,42.7573131,-70.9142408
01923,42.5741744,-70.9505165
01929,42.6404197,-70.7711718
01930,42.61991,-70.6818235
01937,42.5857233,-70.9840508
01938,42.68386,-70.8426662
01940,42.5341456,-71.0383332
01944,42.5766364,-70.7671544
01945,42.5018348,-70.8591263
01949,42.6066659,-71.0103158
01950,42.8123585,-70.8910952
01951,42.7733508,-70.8502113
01952,42.8447926,-70.8414757
01960,42.5342793,-70.9697817
01966,42.6407154,-70.6202481
01969,42.7208733,-70.8912204
01970,42.5244352,-70.8708593
01982,42.6262226,-70.8572297
01983,42.6413794,-70.9434401
01984,42.6006329,-70.8833029
01985,42.7995647,-70.9644283
02019,42.0766822,-71.4744898
02021,42.1757371,-71.1253849
02025,42.2364224,-70.8144351
02026,42.2468719,-71.1794622
02030,42.2341598,-71.2911666
02032,42.1568817,-71.2161869
02035,42.0613376,-71.2458016
02038,42.0848585,-71.4105714
02043,42.2160985,-70.8812702
02045,42.2922529,-70.9239185
02047,42.1339143,-70.6860374
02048,42.017302,-71.2164095
02050,42.1151393,-70.7103308
02052,42.1845991,-71.3053065
02053,42.1562029,-71.4303445
02054,42.1731025,-71.3637564
02056,42.1136635,-71.3375546
02061,42.1645688,-70.8188439
02062,42.1873602,-71.1959555
02066,42.2022731,-70.7581843
02067,42.1076002,-71.1818279
02071,42.1034247,-71.2735885
02072,42.119006,-71.1036499
02081,42.1466912,-71.2705325
02090,42.2196452,-71.2167679
02093,42.0526709,-71.356858
02108,42.3577577,-71.0649011
02109,42.3670317,-71.0504935
02110,42.3619623,-71.0478465
02111,42.3505176,-71.0590772
02113,42.3653312,-71.0552335
02114,42.3631736,-71.0686464
02115,42.337105,-71.1056964
02116,42.3505793,-71.0763972
02118,42.3375824,-71.0704819
02119,42.3240287,-71.0850172
02120,42.3320903,-71.0965446
02121,42.3062667,-71.0858974
02122,42.2914125,-71.0421575
02124,42.2858047,-71.0705705
02125,42.3156824,-71.0555547
02126,42.2742272,-71.0974228
02127,42.3349918,-71.0390934
02128,42.3611289,-71.0069754
02129,42.379657,-71.0614875
02130,42.3091743,-71.1138354
02131,42.2843326,-71.1262275
02132,42.2804549,-71.1620165
02134,42.3580164,-71.1286084
02135,42.3496885,-71.1539638
02136,42.2550833,-71.1292203
02138,42.3796372,-71.1351523
02139,42.3629856,-71.1033529
02140,42.3921567,-71.1339958
02141,42.3702998,-71.0825603
02142,42.3614712,-71.0819939
02143,42.3814093,-71.0967141
02144,42.3996553,-71.1225501
02145,42.3915769,-71.0899097
02148,42.4293799,-71.0587065
02149,42.4059375,-71.0546487
02150,42.3968243,-71.0313479
02151,42.4182902,-71.0012511
02152,42.3730546,-70.9748072
02155,42.4238395,-71.1076732
02163,42.3661684,-71.1228503
02169,42.248386,-71.0022792
02170,42.2664149,-71.0155763
02171,42.2933266,-71.0181929
02176,42.455723,-71.0590194
02180,42.4742082,-71.0976654
02184,42.2061879,-71.0023199
02186,42.2415568,-71.0824318
02188,42.204579,-70.9577525
02189,42.2097755,-70.9281885
02190,42.1667306,-70.9523629
02191,42.243453,-70.942033
02199,42.3474761,-71.082035
02203,42.3605882,-71.058737
02210,42.3474715,-71.0392708
02215,42.3476346,-71.1030821
02301,42.0783714,-71.0423041
02302,42.0889069,-70.998375
02322,42.1324607,-71.054013
02324,41.9723874,-70.9787781
02330,41.8786436,-70.7431984
02332,42.0443242,-70.7060726
02333,42.037278,-70.9404591
02338,42.0028107,-70.863473
02339,42.1229562,-70.8563099
02341,42.0504638,-70.8674185
02343,42.1402442,-70.9973471
02346,41.8780043,-70.8692669
02347,41.8344122,-70.9571632
02351,42.1199641,-70.9572156
02356,42.0605324,-71.1196761
02357,42.054978,-71.0806508
02359,42.0678041,-70.8057131
02360,41.8820556,-70.6312898
02364,41.9871959,-70.7419417
02366,41.8509837,-70.6549838
02367,41.9591,-70.8027525
02368,42.1764458,-71.0515677
02370,42.1303994,-70.9106147
02375,42.0030413,-71.0769282
02379,42.0216172,-71.026717
02382,42.0789741,-70.9393902
02420,42.4570545,-71.2154642
02421,42.4385472,-71.2395735
02445,42.3254833,-71.1350449
02446,42.3434991,-71.1222435
02451,42.3978246,-71.2557011
02452,42.3927207,-71.213532
02453,42.3695421,-71.2405131
02457,42.2993878,-71.274242
02458,42.3535846,-71.1881919
02459,42.3147789,-71.1920167
02460,42.351824,-71.2084904
02461,42.3173616,-71.2065077
02462,42.3287076,-71.2559002
02464,42.3129751,-71.2188818
02465,42.3489119,-71.22633
02466,42.3444566,-71.2486166
02467,42.3143213,-71.1527779
02468,42.328553,-71.2295297
02472,42.3694508,-71.1779249
02474,42.4209494,-71.1563695
02476,42.4156366,-71.17567
02478,42.3953169,-71.180284
02481,42.3119471,-71.2755167
02482,42.293099,-71.2985351
02492,42.276029,-71.2445431
02493,42.3605016,-71.3034335
02494,42.2994895,-71.2325194
02532,41.751759,-70.5975518
02534,41.6689421,-70.6194072
02535,41.3379606,-70.7616743
02536,41.5963048,-70.5674667
02537,41.7284182,-70.4358123
02538,41.7774759,-70.6421477
02539,41.377655,-70.52208
02540,41.5738806,-70.632049
02542,41.7078392,-70.5455195
02543,41.478974,-70.766911
02553,41.711561,-70.6228533
02554,41.2910715,-70.0933285
02556,41.6394454,-70.6245149
02557,41.441713,-70.576143
02558,41.745017,-70.653513
02559,41.6902429,-70.6162831
02561,41.7667368,-70.540595
02562,41.7872087,-70.5267169
02563,41.7281369,-70.4765487
02564,41.2719344,-69.9844153
02568,41.4586076,-70.613479
02571,41.7611873,-70.6959913
02575,41.4002519,-70.6569337
02576,41.7722213,-70.7629481
02584,41.258845,-70.0073327
02601,41.6579605,-70.298093
02630,41.7067693,-70.3125305
02631,41.7475128,-70.0662227
02632,41.6590971,-70.3468771
02633,41.6897337,-69.9721256
02635,41.6240537,-70.4393967
02637,41.7057259,-70.2709278
02638,41.7302281,-70.1973983
02639,41.6680669,-70.1369791
02641,41.7512456,-70.1534717
02642,41.841331,-69.9774364
02643,41.7977769,-69.9373266
02644,41.6834882,-70.5107856
02645,41.7110515,-70.0576092
02646,41.6705961,-70.0714493
02647,41.6301267,-70.3101436
02648,41.6709463,-70.4153701
02649,41.6168006,-70.4900969
02650,41.701947,-69.9613745
02651,41.8749849,-70.0034925
02652,42.0495369,-70.0949905
02653,41.769125,-69.9735799
02655,41.6279841,-70.3920127
02657,42.0598291,-70.2004073
02659,41.6814654,-70.0235375
02660,41.7076993,-70.1585598
02663,41.8944436,-70.0121798
02664,41.6747273,-70.1956478
02666,41.9907801,-70.045714
02667,41.9219965,-70.023356
02668,41.7162161,-70.3630696
02669,41.6666926,-69.9897165
02670,41.6601131,-70.1706783
02671,41.6708393,-70.1134004
02672,41.6357,-70.3136344
02673,41.6557118,-70.2470444
02675,41.7041551,-70.2318012
02702,41.7851128,-71.0590468
02703,41.9316531,-71.2945028
02713,41.4412952,-70.9022167
02715,41.8036487,-71.1533803
02717,41.7601081,-70.9728743
02718,41.8624856,-71.0116902
02719,41.6336185,-70.8713056
02720,41.7250501,-71.1213286
02721,41.6751253,-71.148281
02723,41.6927049,-71.1297257
02724,41.6839363,-71.1775005
02725,41.7200425,-71.1882719
02726,41.7596996,-71.1445917
02738,41.7041381,-70.7522247
02739,41.665794,-70.814531
02740,41.6374847,-70.9382651
02743,41.7182175,-70.9011509
02744,41.606252,-70.9136318
02745,41.700737,-70.9505465
02746,41.660995,-70.9401373
02747,41.6647107,-71.0156985
02748,41.5530836,-70.9714529
02760,41.9725091,-71.3343971
02762,42.0127966,-71.3365776
02763,41.9668655,-71.3085743
02764,41.8519289,-71.1535982
02766,41.9653413,-71.1817803
02767,41.940996,-71.0484992
02769,41.8468781,-71.2448699
02770,41.759846,-70.8384492
02771,41.8421063,-71.3223094
02777,41.7581626,-71.2141812
02779,41.8380611,-71.0776152
02780,41.909112,-71.1183464
02790,41.5991765,-71.0823714
02791,41.5285378,-71.0780915
02802,41.9521298,-71.4562334
02804,41.4347715,-71.7695274
02806,41.7347531,-71.3197319
02807,41.1768145,-71.5770852
02808,41.4082508,-71.7496743
02809,41.6757303,-71.273331
02812,41.4789476,-71.6523336
02813,41.3942155,-71.6698224
02814,41.8959478,-71.7004064
02815,41.7746302,-71.6479536
02816,41.6964989,-71.6226621
02817,41.6370829,-71.6783607
02818,41.6429192,-71.4857186
02822,41.5702104,-71.6269931
02825,41.7820674,-71.7268333
02826,41.9827463,-71.6531441
02827,41.698748,-71.7391184
02828,41.8799276,-71.5639995
02830,41.9749297,-71.6511871
02831,41.7747617,-71.6202885
02832,41.5147172,-71.7296215
02833,41.4920674,-71.7699008
02835,41.510088,-71.3783655
02836,41.4546813,-71.620208
02837,41.5187687,-71.1672468
02838,41.9652572,-71.4763743
02839,41.9407573,-71.6415126
02840,41.4782156,-71.3223748
02841,41.5118638,-71.332175
02842,41.5186728,-71.2816845
02852,41.5885649,-71.4598105
02857,41.822761,-71.6336047
02858,41.9644612,-71.6513359
02859,41.9590726,-71.7573229
02860,41.8705624,-71.3886815
02861,41.8786026,-71.3531307
02863,41.8900642,-71.3934808
02864,41.9669126,-71.4289326
02865,41.9154548,-71.4498149
02871,41.5872991,-71.261246
02872,41.5970547,-71.3206662
02873,41.5330828,-71.780518
02874,41.5086875,-71.4817429
02875,41.4564858,-71.6388653
02876,41.994278,-71.5854903
02878,41.6094357,-71.178113
02879,41.4240193,-71.5342767
02881,41.4780831,-71.524717
02882,41.4151521,-71.4652508
02885,41.7251381,-71.2588051
02886,41.7038489,-71.4555684
02888,41.7476708,-71.4061184
02889,41.7005907,-71.3769271
02891,41.3618537,-71.7896892
02892,41.4920042,-71.5947738
02893,41.6790059,-71.5186877
02894,41.4444771,-71.7032378
02895,42.0017058,-71.4999487
02896,41.9751863,-71.5440692
02898,41.51764,-71.6685205
02903,41.8182303,-71.4090877
02904,41.858334,-71.4362945
02905,41.7847251,-71.3961034
02906,41.8401692,-71.3904078
02907,41.7985934,-71.4246301
02908,41.8398254,-71.436794
02909,41.8214169,-71.4532147
02910,41.7749988,-71.4355935
02911,41.8548876,-71.472812
02912,41.8255925,-71.4022389
02914,41.8148378,-71.3653329
02915,41.7728475,-71.3548388
02916,41.8426614,-71.3524382
02917,41.9057737,-71.5233045
02919,41.8274402,-71.5198792
02920,41.7673443,-71.4655083
02921,41.7684545,-71.515778
03031,42.8748639,-71.6005026
03032,42.9972613,-71.3634244
03033,42.749263,-71.6756699
03034,43.0568701,-71.3405593
03036,42.9845301,-71.2551041
03037,43.1412739,-71.2481967
03038,42.8927614,-71.2767629
03042,43.054187,-71.0841925
03043,42.997,-71.817788
03044,43.0003697,-71.1191614
03045,43.0215145,-71.5634619
03046,43.1163384,-71.5953553
03047,42.9387402,-71.8794244
03048,42.7428742,-71.7617554
03049,42.7496263,-71.5854008
03051,42.7605084,-71.4094937
03052,42.8460813,-71.468283
03053,42.8698392,-71.3878445
03054,42.8520335,-71.5198762
03055,42.8186453,-71.6733537
03057,42.9088845,-71.694199
03060,42.7410867,-71.4582661
03062,42.7223228,-71.5011759
03063,42.782084,-71.5180428
03064,42.7793776,-71.474918
03070,42.9812095,-71.6775203
03071,42.7462567,-71.8744336
03076,42.7309924,-71.3370733
03077,43.0380384,-71.2051073
03079,42.7882642,-71.2217257
03082,42.8964088,-71.7683409
03084,42.8269126,-71.8752921
03086,42.832235,-71.7596088
03087,42.8110921,-71.3026878
03101,42.9890272,-71.4661111
03102,43.011907,-71.4910626
03103,42.950538,-71.4465468
03104,43.0095519,-71.439782
03106,43.0825841,-71.4468778
03109,42.9637342,-71.4003502
03110,42.9355843,-71.5368709
03215,43.9426527,-71.447732
03216,43.4511752,-71.7979398
03217,43.7260747,-71.6425081
03218,43.3380335,-71.277262
03220,43.4744577,-71.4822099
03221,43.2580027,-71.9601694
03222,43.642709,-71.7891385
03223,43.8554137,-71.6854698
03224,43.3624902,-71.55802
03225,43.3638163,-71.2417297
03226,43.7117645,-71.5042362
03227,43.8411919,-71.4808521
03229,43.2021868,-71.6968031
03230,43.508647,-71.890241
03231,43.4733406,-71.7623386
03233,43.4240106,-71.9311998
03234,43.2048124,-71.348563
03235,43.4491365,-71.6742669
03237,43.4230582,-71.3872176
03238,43.9844276,-71.9112712
03240,43.5747138,-71.9520036
03241,43.7515043,-71.8173943
03242,43.1694073,-71.831201
03243,43.5283063,-71.7691921
03244,43.1281031,-71.91694
03245,43.7615905,-71.5833449
03246,43.5764957,-71.4823007
03249,43.5191565,-71.3755925
03251,44.1006733,-71.4940737
03253,43.6312114,-71.4985847
03254,43.7177215,-71.3691786
03255,43.3140257,-72.0245513
03256,43.6233339,-71.6326149
03257,43.4177205,-71.9906093
03258,43.2652592,-71.4088353
03259,43.8757125,-71.3950184
03260,43.3431275,-71.9236162
03261,43.2118559,-71.2233933
03262,43.9998891,-71.7144474
03263,43.2885012,-71.3093678
03264,43.7387994,-71.7027217
03266,43.7828546,-71.8847265
03268,43.3860989,-71.7729171
03269,43.5241863,-71.6016068
03273,43.3019816,-71.9269527
03275,43.170513,-71.417063
03276,43.4310306,-71.5759983
03278,43.3089304,-71.8355062
03279,43.9658297,-71.8591005
03280,43.1900679,-72.0938788
03281,43.0780574,-71.703708
03282,43.8587205,-71.9237177
03284,43.4730019,-72.0135355
03285,43.9478697,-71.6358022
03287,43.4431153,-71.9226374
03290,43.1298473,-71.1318591
03291,43.1791313,-71.142619
03293,43.9706197,-71.6799125
03301,43.2385485,-71.5559875
03303,43.311685,-71.665421
03304,43.1331765,-71.5372422
03307,43.333988,-71.4466575
03431,42.9650443,-72.2948028
03440,43.0502907,-71.9819671
03441,42.7806691,-72.4469936
03442,43.0202808,-71.9036925
03443,42.8757273,-72.4561137
03444,42.8892794,-72.0698494
03445,43.0206159,-72.2143736
03446,42.8582713,-72.2963597
03447,42.7532048,-72.1530279
03448,43.0526221,-72.274498
03449,42.9773389,-71.9978207
03450,42.9485146,-72.0688942
03451,42.8092977,-72.5048221
03452,42.8292541,-72.0599005
03455,42.9017693,-72.172904
03456,43.1385439,-72.2087693
03457,42.9994818,-72.1217028
03458,42.8683694,-71.9401017
03461,42.756663,-72.013247
03462,42.8892408,-72.3889782
03464,43.0908221,-72.1268156
03465,42.8287851,-72.1889397
03466,42.8903978,-72.502989
03467,42.9680753,-72.4308561
03470,42.7713704,-72.3542164
03561,44.3433498,-71.7951157
03570,44.5045963,-71.1554663
